trade_id,season,date,team_gave,team_received,playerID
1458.0,2018,2018-10-30,10747338959545745003,9069772535392331262,MontTy01
1915.0,2025,2025-03-13,9057379035658713691,500402322179294962,IngrEd00
477.0,2011,2011-04-30,10747338959545745003,2320754804646684222,KilgDa00
217.0,2007,2007-04-29,1050569726423766568,18099107877425255784,AndeDe01
1278.0,2018,2018-03-14,10747338959545745003,132764444518718530,HDa00
1568.0,2021,2021-04-30,2063088944946177687,6925066933158530259,WillMi08
1575.0,2021,2021-05-01,132764444518718530,6153311603862755699,JeffJe00
480.0,2011,2011-07-27,6365231705754170015,5278248699303523056,GaffJa00
337.0,2009,2009-04-26,6925066933158530259,16205908587528271615,MorsTh00
657.0,2003,2003-04-14,16205908587528271615,65479060838205726,SmitWa21
199.0,2007,2007-04-28,5036536954717716423,6153311603862755699,StanDr00
649.0,2003,2003-03-04,18099107877425255784,6925066933158530259,SimoMa20
1842.0,2024,2024-04-26,65479060838205726,2510731250986376389,StilTa00
1326.0,2018,2018-04-28,8868698989004076079,10850162338247848558,WardJi02
1928.0,2025,2025-04-25,6365231705754170015,6153311603862755699,JackDa04
1929.0,2025,2025-04-25,1050569726423766568,6153311603862755699,BorrAn00
1666.0,2022,2022-04-29,2063088944946177687,65479060838205726,ZappBa00
1377.0,2019,2019-04-26,12955004400848398946,65479060838205726,WillJo13
1175.0,2016,2016-08-29,2063088944946177687,132764444518718530,RedfKa00
1362.0,2019,2019-03-18,1560179394349447686,313534023758018368,CoxxCh01
1311.0,2018,2018-04-28,65479060838205726,132764444518718530,CallAn00
1394.0,2019,2019-04-27,5871406167610578751,1560179394349447686,HookAm00
271.0,2008,2008-04-27,10850162338247848558,132764444518718530,BellBe99
279.0,2008,2008-04-27,1050569726423766568,10850162338247848558,ScanOr99
151.0,2006,2006-06-09,9069772535392331262,1560179394349447686,DaviCh02
77.0,2005,2005-04-23,6153311603862755699,1560179394349447686,RoosMi20
1144.0,2016,2016-04-20,6925066933158530259,132764444518718530,LewiTy00
213.0,2007,2007-04-29,16205908587528271615,500402322179294962,BennFr99
527.0,2012,2012-04-27,9069772535392331262,18099107877425255784,MassJo00
1879.0,2024,2024-08-27,10850162338247848558,17088881563676356828,HendPe01
189.0,2007,2007-03-22,18099107877425255784,500402322179294962,SchaMa00
1935.0,2025,2025-04-25,6365231705754170015,6925066933158530259,RobiTy02
1100.0,2015,2015-05-01,13906238977642631312,6282140929199591444,GeatCl00
1491.0,2020,2020-04-24,6153311603862755699,6282140929199591444,PintDa00
1423.0,2019,2019-08-30,5036536954717716423,65479060838205726,BodiRu00
628.0,2014,2014-05-09,6365231705754170015,2320754804646684222,TripJo00
1200.0,2017,2017-04-27,12023098800665815609,2320754804646684222,FostRe00
331.0,2009,2009-04-26,13906238977642631312,10850162338247848558,JohnMa04
616.0,2014,2014-03-23,13906238977642631312,9069772535392331262,ZuttJe20
34.0,2004,2004-04-25,1050569726423766568,9069772535392331262,JohnKe01
702.0,2002,2002-03-08,313534023758018368,16205908587528271615,CravKe20
1384.0,2019,2019-04-26,6153311603862755699,9057379035658713691,HomeTr00
221.0,2007,2007-06-06,17088881563676356828,313534023758018368,GreeTr00
1589.0,2021,2021-05-18,6925066933158530259,1050569726423766568,HousJa00
1927.0,2025,2025-04-25,6365231705754170015,2063088944946177687,HornJi00
1807.0,2023,2023-10-30,6925066933158530259,18099107877425255784,StreKe00
391.0,2010,2010-04-22,6365231705754170015,65479060838205726,HernAa00
485.0,2011,2011-07-29,5278248699303523056,65479060838205726,HaynAl20
1582.0,2021,2021-05-01,5871406167610578751,17088881563676356828,SmitTr05
1517.0,2020,2020-08-30,1050569726423766568,9057379035658713691,NgakYa00
455.0,2010,2010-10-18,6925066933158530259,132764444518718530,BellMi00
553.0,2012,2012-09-01,17956958453991973628,9057379035658713691,MautMi00
1540.0,2021,2021-03-17,8868698989004076079,65479060838205726,BrowTr02
1347.0,2018,2018-09-01,16205908587528271615,132764444518718530,LawrDe02
407.0,2010,2010-04-24,5871406167610578751,2063088944946177687,GettDa00
140.0,2006,2006-04-30,6925066933158530259,9057379035658713691,HickAr20
269.0,2008,2008-04-27,8868698989004076079,10850162338247848558,BellBe99
1456.0,2018,2018-10-30,5278248699303523056,10747338959545745003,FrohHj00
1340.0,2018,2018-08-31,18099107877425255784,65479060838205726,WoodDu01
1339.0,2018,2018-08-30,17088881563676356828,10850162338247848558,EhinPa00
1398.0,2019,2019-04-27,10850162338247848558,6749998682379709485,JordMi01
411.0,2010,2010-04-24,5871406167610578751,12023098800665815609,WashLe00
1923.0,2025,2025-04-25,12023098800665815609,1560179394349447686,OladOl00
1340.0,2018,2018-08-31,65479060838205726,18099107877425255784,RichJo00
644.0,2014,2014-05-10,12023098800665815609,6749998682379709485,BodiRu00
300.0,2009,2009-02-27,13906238977642631312,132764444518718530,MassMo00
1971.0,2025,2025-08-26,12955004400848398946,132764444518718530,LeveKT00
1142.0,2015,2015-09-04,17956958453991973628,6925066933158530259,WalkJo01
330.0,2009,2009-04-26,6925066933158530259,12023098800665815609,ButlDe00
1968.0,2025,2025-08-24,6925066933158530259,10747338959545745003,KinnDa00
215.0,2007,2007-04-29,6153311603862755699,12955004400848398946,RyanCl99
129.0,2006,2006-04-29,10747338959545745003,65479060838205726,JackCh00
1715.0,2022,2022-11-01,6365231705754170015,313534023758018368,ChubBr00
1473.0,2020,2020-03-18,1050569726423766568,5652306262615220775,FoleNi00
726.0,2002,2002-04-21,8868698989004076079,132764444518718530,SandDa00
1787.0,2023,2023-08-27,132764444518718530,65479060838205726,WheaTy01
721.0,2002,2002-04-20,132764444518718530,1050569726423766568,RainWa20
1109.0,2015,2015-05-02,17956958453991973628,132764444518718530,MaylVi00
714.0,2002,2002-04-20,8868698989004076079,18099107877425255784,KittKu00
28.0,2004,2004-04-24,132764444518718530,6282140929199591444,ScotJa21
1172.0,2016,2016-08-25,65479060838205726,132764444518718530,YancDe00
263.0,2008,2008-04-26,1050569726423766568,13906238977642631312,BiggE.99
632.0,2014,2014-05-09,6925066933158530259,500402322179294962,NixILo00
1539.0,2021,2021-03-17,1560179394349447686,313534023758018368,WilsIs00
417.0,2010,2010-04-24,65479060838205726,5278248699303523056,CookEr00
1408.0,2019,2019-04-29,12023098800665815609,65479060838205726,RussCh00
502.0,2012,2012-03-14,313534023758018368,5652306262615220775,MarsBr00
417.0,2010,2010-04-24,65479060838205726,5278248699303523056,CapeSe20
1144.0,2016,2016-04-20,6925066933158530259,132764444518718530,ConkJa00
467.0,2011,2011-04-29,313534023758018368,5278248699303523056,HankLe00
666.0,2003,2003-04-26,9069772535392331262,65479060838205726,WilfVi20
177.0,2006,2006-09-11,65479060838205726,12023098800665815609,BranDe00
1712.0,2022,2022-10-31,5652306262615220775,9069772535392331262,SmitRo07
1804.0,2023,2023-10-18,5871406167610578751,17088881563676356828,HardMe00
1209.0,2017,2017-04-28,17956958453991973628,2063088944946177687,HallDa01
1378.0,2019,2019-04-26,6282140929199591444,132764444518718530,WillGr00
1494.0,2020,2020-04-24,16205908587528271615,9057379035658713691,StanNa00
683.0,2003,2003-04-27,10747338959545745003,6925066933158530259,HallAn00
699.0,2003,2003-08-31,10850162338247848558,8868698989004076079,OwenCh00
554.0,2012,2012-09-01,12955004400848398946,65479060838205726,SalaGr00
1118.0,2015,2015-09-28,65479060838205726,5652306262615220775,LucaJo00
1683.0,2022,2022-04-30,2510731250986376389,5652306262615220775,HickEl00
1253.0,2017,2017-09-02,10850162338247848558,6749998682379709485,HarrTi01
1215.0,2017,2017-04-29,6365231705754170015,2320754804646684222,TaylTr02
167.0,2006,2006-08-31,10850162338247848558,5871406167610578751,RyanSe00
1685.0,2022,2022-05-12,65479060838205726,8868698989004076079,StidJa00
641.0,2014,2014-05-10,10850162338247848558,6153311603862755699,FreeNa00
1160.0,2016,2016-04-30,313534023758018368,132764444518718530,TaylJa01
1356.0,2019,2019-03-13,6925066933158530259,65479060838205726,CornJa01
251.0,2008,2008-04-26,10850162338247848558,313534023758018368,FasaAn00
1323.0,2018,2018-04-28,5278248699303523056,12955004400848398946,HowaTr00
651.0,2003,2003-03-06,5278248699303523056,65479060838205726,WandSe20
1517.0,2020,2020-08-30,9057379035658713691,1050569726423766568,LittWa00
1301.0,2018,2018-04-27,6925066933158530259,6282140929199591444,WilkJo01
1094.0,2015,2015-04-30,6365231705754170015,6153311603862755699,WillAn01
1274.0,2018,2018-03-14,12955004400848398946,13343989452992003904,SlayCh00
1111.0,2015,2015-05-02,18099107877425255784,9057379035658713691,DiggSt00
420.0,2010,2010-04-27,2063088944946177687,5652306262615220775,HarrCh20
1613.0,2021,2021-08-31,2320754804646684222,6365231705754170015,GrifJo01
1492.0,2020,2020-04-24,65479060838205726,8868698989004076079,RobeAm00
388.0,2010,2010-04-22,6365231705754170015,2320754804646684222,DaviAn27
123.0,2006,2006-04-29,12955004400848398946,6365231705754170015,CutlJa00
1669.0,2022,2022-04-30,2063088944946177687,5278248699303523056,TurnCo00
1433.0,2019,2019-09-01,500402322179294962,313534023758018368,BadeJo00
197.0,2007,2007-04-28,2320754804646684222,65479060838205726,BowiJo99
262.0,2008,2008-04-26,6925066933158530259,9057379035658713691,GuioLe99
323.0,2009,2009-04-25,5036536954717716423,10850162338247848558,BrewRo20
573.0,2013,2013-04-26,2510731250986376389,17956958453991973628,MintKe00
1147.0,2016,2016-04-28,500402322179294962,5278248699303523056,DaviRo00
1233.0,2017,2017-06-01,132764444518718530,5871406167610578751,DaviDe00
405.0,2010,2010-04-24,1560179394349447686,12023098800665815609,WhitLe01
125.0,2006,2006-04-29,13343989452992003904,7133911251131028908,HolmSa00
1237.0,2017,2017-07-28,12023098800665815609,17088881563676356828,PierKe00
1417.0,2019,2019-08-29,10747338959545745003,1560179394349447686,GilbRe01
60.0,2004,2004-10-19,10850162338247848558,132764444518718530,BryaAn00
676.0,2003,2003-04-27,17088881563676356828,5871406167610578751,BollBr00
1205.0,2017,2017-04-28,5036536954717716423,18099107877425255784,RileDu00
136.0,2006,2006-04-29,5871406167610578751,6925066933158530259,GocoCh99
1214.0,2017,2017-04-28,65479060838205726,17088881563676356828,EligUk00
1309.0,2018,2018-04-27,10747338959545745003,2063088944946177687,KiseMi00
796.0,2014,2014-10-18,5871406167610578751,12023098800665815609,JarrKy00
270.0,2008,2008-04-27,10747338959545745003,5871406167610578751,AingEr00
1499.0,2020,2020-04-25,10850162338247848558,6925066933158530259,WeavCu00
1936.0,2025,2025-04-26,5036536954717716423,5652306262615220775,FrazZa01
589.0,2013,2013-04-27,12955004400848398946,500402322179294962,RiveMy00
1552.0,2021,2021-03-26,2320754804646684222,313534023758018368,ParsMi00
1155.0,2016,2016-04-29,12023098800665815609,5652306262615220775,BushDe00
1239.0,2017,2017-08-11,5036536954717716423,6925066933158530259,DarbRo00
165.0,2006,2006-08-24,132764444518718530,5652306262615220775,McBrTr99
470.0,2011,2011-04-29,9069772535392331262,6925066933158530259,MarsCu01
137.0,2006,2006-04-29,10850162338247848558,1050569726423766568,IngrCl20
481.0,2011,2011-07-28,9057379035658713691,5278248699303523056,MorrAl00
1870.0,2024,2024-08-14,13343989452992003904,10850162338247848558,PhilJo01
213.0,2007,2007-04-29,500402322179294962,16205908587528271615,PittAn00
458.0,2011,2011-04-28,18099107877425255784,132764444518718530,BaldJo00
1900.0,2024,2024-11-05,10747338959545745003,7133911251131028908,SmitPr00
1213.0,2017,2017-04-28,13906238977642631312,5871406167610578751,EbukSa00
512.0,2012,2012-04-26,1050569726423766568,13906238977642631312,BoldOm00
70.0,2005,2005-03-18,1560179394349447686,9057379035658713691,HallCa20
195.0,2007,2007-04-28,132764444518718530,10850162338247848558,KolbKe00
1434.0,2019,2019-09-01,500402322179294962,12023098800665815609,ClowJa00
1580.0,2021,2021-05-01,313534023758018368,7133911251131028908,LoudIs00
1150.0,2016,2016-04-29,313534023758018368,9057379035658713691,GranJa00
309.0,2009,2009-04-03,5652306262615220775,6365231705754170015,WallMi00
1293.0,2018,2018-04-26,8868698989004076079,7133911251131028908,GreeRa01
1154.0,2016,2016-04-29,500402322179294962,18099107877425255784,SchwWe00
1905.0,2025,2025-03-10,132764444518718530,6925066933158530259,ThomDo02
519.0,2012,2012-04-27,12023098800665815609,5871406167610578751,HillSt00
580.0,2013,2013-04-26,313534023758018368,10747338959545745003,DorsKe01
41.0,2004,2004-04-25,10850162338247848558,8868698989004076079,SpenCo20
245.0,2008,2008-03-01,1050569726423766568,5036536954717716423,StroMa01
1472.0,2020,2020-03-17,6365231705754170015,132764444518718530,JanoAn00
384.0,2010,2010-04-19,6365231705754170015,6153311603862755699,ChanJa98
562.0,2013,2013-04-01,8868698989004076079,12023098800665815609,StreDe00
674.0,2003,2003-04-27,1050569726423766568,5652306262615220775,GageJu00
1639.0,2022,2022-03-18,500402322179294962,132764444518718530,WatsDe00
585.0,2013,2013-04-27,6365231705754170015,10747338959545745003,FranJo01
413.0,2010,2010-04-24,17956958453991973628,7133911251131028908,BrowAn04
1357.0,2019,2019-03-13,17956958453991973628,7133911251131028908,GilbUl00
330.0,2009,2009-04-26,12023098800665815609,6925066933158530259,FanaPa20
153.0,2006,2006-06-20,6749998682379709485,12955004400848398946,RagoDa00
743.0,2002,2002-09-24,13906238977642631312,6282140929199591444,GibsDa20
1188.0,2017,2017-03-09,12955004400848398946,313534023758018368,TuikSt00
1407.0,2019,2019-04-26,65479060838205726,12023098800665815609,MetcDK00
457.0,2010,2010-10-19,17088881563676356828,13906238977642631312,BradAl00
1508.0,2020,2020-04-25,1560179394349447686,17088881563676356828,KeyeTh00
644.0,2014,2014-05-10,6749998682379709485,12023098800665815609,NorwKe00
568.0,2013,2013-04-25,5036536954717716423,12955004400848398946,McDoTJ00
1383.0,2019,2019-04-26,5652306262615220775,65479060838205726,HarrDa06
1123.0,2016,2016-03-09,6925066933158530259,1560179394349447686,KwiaNi00
371.0,2010,2010-03-09,132764444518718530,12023098800665815609,CulbJo00
408.0,2010,2010-04-24,313534023758018368,10850162338247848558,OwusAk99
1322.0,2018,2018-04-28,18099107877425255784,12955004400848398946,QuinTr00
604.0,2013,2013-10-01,9069772535392331262,1050569726423766568,ColvAa00
1555.0,2021,2021-04-23,9069772535392331262,17088881563676356828,BoltNi00
259.0,2008,2008-04-26,5871406167610578751,10747338959545745003,LoweDw99
1279.0,2018,2018-03-14,132764444518718530,5036536954717716423,ParkBr01
212.0,2007,2007-04-29,8868698989004076079,65479060838205726,MossRa00
1391.0,2019,2019-04-27,8868698989004076079,6282140929199591444,WillKh00
1481.0,2020,2020-04-21,13906238977642631312,65479060838205726,WonnDJ00
1333.0,2018,2018-05-18,17956958453991973628,132764444518718530,PeopDo00
1941.0,2025,2025-04-26,12023098800665815609,65479060838205726,FarmJo00
1300.0,2018,2018-04-27,6749998682379709485,17088881563676356828,ODanDo00
1664.0,2022,2022-04-29,6365231705754170015,500402322179294962,HarrCh06
652.0,2003,2003-03-07,5036536954717716423,18099107877425255784,PricPe00
308.0,2009,2009-03-23,8868698989004076079,313534023758018368,GardAn20
1429.0,2019,2019-08-31,500402322179294962,65479060838205726,MaluCa00
510.0,2012,2012-04-26,18099107877425255784,6925066933158530259,BrowBr02
486.0,2011,2011-07-29,65479060838205726,6749998682379709485,HamiCo00
19.0,2004,2004-04-24,5036536954717716423,10850162338247848558,SpeaMa21
1271.0,2018,2018-03-14,12955004400848398946,17088881563676356828,ThorJu00
1090.0,2015,2015-03-10,9057379035658713691,5036536954717716423,CassMa00
393.0,2010,2010-04-22,6153311603862755699,9057379035658713691,CookCh99
1861.0,2024,2024-04-27,6925066933158530259,6282140929199591444,SimpJa00
1805.0,2023,2023-10-23,1560179394349447686,6925066933158530259,ByarKe01
638.0,2014,2014-05-10,18099107877425255784,9057379035658713691,StepSh00
258.0,2008,2008-04-26,10850162338247848558,12023098800665815609,CoutBr00
1406.0,2019,2019-04-26,5036536954717716423,5278248699303523056,LoveBr00
742.0,2002,2002-09-01,18099107877425255784,2510731250986376389,OlivSh20
1919.0,2025,2025-04-24,132764444518718530,1050569726423766568,TuteBh00
1464.0,2018,2018-09-17,132764444518718530,65479060838205726,GordJo02
1439.0,2019,2019-09-16,313534023758018368,7133911251131028908,DotsKe00
298.0,2008,2008-10-14,5036536954717716423,6282140929199591444,McCaJo22
117.0,2006,2006-03-22,6365231705754170015,18099107877425255784,ThomMa99
302.0,2009,2009-02-28,10850162338247848558,6153311603862755699,HenrAn20
1145.0,2016,2016-04-28,132764444518718530,1560179394349447686,ConkJa00
185.0,2007,2007-03-05,313534023758018368,65479060838205726,WelkWe00
626.0,2014,2014-05-09,1560179394349447686,6925066933158530259,MattJo00
1680.0,2022,2022-04-30,6153311603862755699,6925066933158530259,JohnKy02
1402.0,2019,2019-04-27,6365231705754170015,2063088944946177687,GodwTe00
1667.0,2022,2022-04-29,6365231705754170015,6282140929199591444,CrosNi00
1477.0,2020,2020-03-20,9069772535392331262,7133911251131028908,WormCh00
1365.0,2019,2019-04-02,17088881563676356828,132764444518718530,MurrEr00
1133.0,2015,2015-04-03,5278248699303523056,13906238977642631312,VitaDa00
1289.0,2018,2018-04-26,17956958453991973628,8868698989004076079,GreeRa01
97.0,2005,2005-08-04,313534023758018368,12023098800665815609,FlemRo20
1203.0,2017,2017-04-28,12955004400848398946,5036536954717716423,KazeDa00
1845.0,2024,2024-04-26,5278248699303523056,6925066933158530259,BullCa00
1843.0,2024,2024-04-26,18099107877425255784,17956958453991973628,GoncMa00
1508.0,2020,2020-04-25,17088881563676356828,1560179394349447686,BreeBr00
1309.0,2018,2018-04-27,2063088944946177687,10747338959545745003,BurkOr00
1511.0,2018,2018-03-20,8868698989004076079,10850162338247848558,OlawJa00
1347.0,2018,2018-09-01,132764444518718530,16205908587528271615,MackAl00
196.0,2007,2007-04-28,10850162338247848558,6925066933158530259,BradSt99
1589.0,2021,2021-05-18,1050569726423766568,6925066933158530259,ScotJo00
1955.0,2025,2025-06-30,313534023758018368,7133911251131028908,SmitJo01
702.0,2002,2002-03-08,313534023758018368,16205908587528271615,PaceCa20
402.0,2010,2010-04-23,2510731250986376389,2320754804646684222,HuntKe00
1862.0,2024,2024-04-27,5036536954717716423,10747338959545745003,MonkJa00
671.0,2003,2003-04-26,2063088944946177687,6365231705754170015,SamuAs20
397.0,2010,2010-04-23,9057379035658713691,500402322179294962,MoeaTo00
557.0,2013,2013-03-12,2320754804646684222,17088881563676356828,SmitAl03
1197.0,2017,2017-04-27,132764444518718530,500402322179294962,WatsDe00
1198.0,2017,2017-04-27,18099107877425255784,12023098800665815609,FostRe00
1502.0,2020,2020-04-25,313534023758018368,6925066933158530259,MoonDa00
1278.0,2018,2018-03-14,10747338959545745003,132764444518718530,RandDa00
112.0,2005,2005-10-18,13906238977642631312,2320754804646684222,HudsMa20
75.0,2005,2005-04-23,16205908587528271615,500402322179294962,WinsEr20
1124.0,2016,2016-03-09,6925066933158530259,313534023758018368,TunsLa00
1105.0,2015,2015-05-01,132764444518718530,65479060838205726,DerbA.00
49.0,2004,2004-08-31,8868698989004076079,17956958453991973628,HambTr00
1149.0,2016,2016-04-28,2320754804646684222,17088881563676356828,WhitD.00
598.0,2013,2013-08-19,12023098800665815609,6365231705754170015,MoffJo00
637.0,2014,2014-05-10,1560179394349447686,5278248699303523056,SeasLa00
1858.0,2024,2024-04-27,2320754804646684222,5871406167610578751,StigQw00
404.0,2010,2010-04-23,17088881563676356828,500402322179294962,McMaSh99
1321.0,2018,2018-04-28,6282140929199591444,5871406167610578751,AndeHe00
1443.0,2019,2019-10-08,8868698989004076079,5036536954717716423,DoylTo00
215.0,2007,2007-04-29,12955004400848398946,6153311603862755699,RamiMa20
465.0,2011,2011-04-29,6153311603862755699,12023098800665815609,SherRi00
1633.0,2022,2022-03-11,10850162338247848558,132764444518718530,CoopAm00
793.0,2014,2014-08-26,13906238977642631312,65479060838205726,FlowTr00
1125.0,2015,2015-04-01,6365231705754170015,9069772535392331262,LewiAl01
1481.0,2020,2020-04-21,65479060838205726,13906238977642631312,GronRo00
1972.0,2025,2025-08-26,12023098800665815609,18099107877425255784,JerrMi00
1275.0,2018,2018-03-14,6365231705754170015,12955004400848398946,TaliAq99
707.0,2002,2002-04-09,5278248699303523056,5871406167610578751,GoodJo23
458.0,2011,2011-04-28,132764444518718530,18099107877425255784,JoneJu02
1392.0,2019,2019-04-27,18099107877425255784,6153311603862755699,JohnTy02
1705.0,2022,2022-10-17,2063088944946177687,17956958453991973628,AndeRo04
1966.0,2025,2025-08-24,5871406167610578751,17088881563676356828,NnadDe00
1401.0,2019,2019-04-27,65479060838205726,6925066933158530259,PattJa00
358.0,2009,2009-09-06,8868698989004076079,65479060838205726,SoldNa00
1394.0,2019,2019-04-27,5871406167610578751,1560179394349447686,WalkDA02
1157.0,2016,2016-04-29,5036536954717716423,5652306262615220775,CoopPh00
1193.0,2017,2017-03-10,16205908587528271615,65479060838205726,HollMa00
126.0,2006,2006-04-29,5036536954717716423,5652306262615220775,MannDa21
387.0,2010,2010-04-22,8868698989004076079,1050569726423766568,TennMa20
1221.0,2017,2017-04-29,17088881563676356828,9057379035658713691,AdamRo01
516.0,2012,2012-04-26,65479060838205726,6365231705754170015,CricJa00
1520.0,2020,2020-09-02,13343989452992003904,6365231705754170015,CoopJo02
292.0,2008,2008-08-28,6365231705754170015,10850162338247848558,HollMo20
502.0,2012,2012-03-14,5652306262615220775,313534023758018368,JenkJo00
1177.0,2016,2016-08-30,5036536954717716423,10747338959545745003,BradHu00
1313.0,2018,2018-04-28,2063088944946177687,12955004400848398946,KiseMi00
1191.0,2017,2017-03-09,1050569726423766568,313534023758018368,ThomJu00
1798.0,2023,2023-08-29,8868698989004076079,17088881563676356828,FarrNe00
1096.0,2015,2015-05-01,2063088944946177687,12955004400848398946,MannSe00
1950.0,2025,2025-04-26,9069772535392331262,5871406167610578751,BaroTy00
491.0,2011,2011-08-12,5036536954717716423,9069772535392331262,EvanLe00
1419.0,2019,2019-08-29,65479060838205726,17956958453991973628,WeavEv00
1495.0,2020,2020-04-25,2320754804646684222,5278248699303523056,StJuBe00
